volatileacidity,citricacid,residualsugar,chlorides,freesulfurdioxide,totalsulfurdioxide,density,sulphates,alcohol
0.19,0.31,14.5,0.045,39,193,0.9990000000000001,0.5,9.2
0.19,0.33,6.3,0.032,42,127,0.992,0.38,12.2
0.3,0.3,1.3,0.053,24,186,0.9940000000000001,0.54,9.9
0.17,0.32,1.6,0.053,47,150,0.995,0.76,9.6
0.22,0.2,16.0,0.044000000000000004,41,113,0.9990000000000001,0.46,8.9
0.28,0.19,7.8,0.04,48,184,0.996,0.5,9.4
0.18,0.65,1.4,0.046,28,157,0.995,0.62,9.4
0.18,0.36,1.3,0.036000000000000004,40,117,0.993,0.95,9.5
0.31,0.39,7.5,0.04,57,213,0.995,0.43,10.0
0.4,0.24,6.7,0.057999999999999996,41,166,0.995,0.41,9.9
0.19,0.37,9.7,0.032,17,50,0.993,0.66,12.0
0.19,0.58,16.7,0.049,48,181,1.001,0.62,9.1
0.19,0.32,7.4,0.015,47,124,0.993,0.39,11.0
0.22,0.23,3.1,0.052000000000000005,15,104,0.995,0.42,8.7
0.32,0.17,17.8,0.06,51,190,0.9990000000000001,0.48,8.8
0.4,0.37,8.9,0.053,36,148,0.996,0.5,9.3
0.17,0.34,13.4,0.044000000000000004,45,139,0.998,0.43,9.1
0.17,0.3,7.3,0.039,39,104,0.993,0.57,11.0
0.25,0.23,14.9,0.039,47,142,0.997,0.35,9.7
0.29,0.29,5.6,0.046,35,178,0.993,0.51,10.5
0.27,0.49,1.1,0.037000000000000005,33,156,0.992,0.54,11.1
0.23,0.32,1.8,0.048,25,113,0.992,0.47,11.1
0.34,0.44,6.6,0.052000000000000005,28,156,0.996,0.41,9.6
0.33,0.35,6.3,0.036000000000000004,12,126,0.992,0.39,12.0
0.24,0.45,3.8,0.027000000000000003,21,128,0.992,0.49,11.2
0.23,0.23,1.2,0.018000000000000002,18,128,0.992,0.28,10.6
0.38,0.33,5.0,0.045,30,131,0.9940000000000001,0.44,10.9
0.25,0.33,1.1,0.049,28,150,0.993,0.42,9.3
0.16,0.33,1.6,0.027999999999999997,13,59,0.99,0.84,11.9
0.31,0.5,5.8,0.038,42,111,0.992,0.53,11.9
0.33,0.22,1.6,0.027000000000000003,18,89,0.9890000000000001,0.38,12.5
0.38,0.15,4.6,0.044000000000000004,25,78,0.993,0.38,10.2
0.29,0.26,15.0,0.067,47,178,0.998,0.49,9.2
0.75,0.13,6.3,0.036000000000000004,19,50,0.993,0.25,11.1
0.41,0.23,14.8,0.054000000000000006,28,174,0.9990000000000001,0.49,9.7
0.17,0.32,4.2,0.04,37,117,0.992,0.43,11.3
0.24,0.3,10.2,0.07,44,179,0.997,0.46,8.9
0.29,0.36,7.0,0.042,38,161,0.9940000000000001,0.37,11.2
0.34,0.44,8.2,0.043,54,201,0.996,0.48,9.5
0.18,0.25,14.3,0.048,79,149,0.998,0.37,9.7
0.3,0.56,2.7,0.046,46,184,0.992,0.57,10.9
0.19,0.34,1.0,0.022000000000000002,22,94,0.991,0.57,11.1
0.16,0.33,1.6,0.027999999999999997,13,59,0.99,0.84,11.9
0.12,0.38,0.9,0.034,36,86,0.99,0.55,12.0
0.31,0.49,7.7,0.05,52,220,0.996,0.45,8.8
0.31,0.25,10.5,0.043,30,165,0.997,0.55,10.6
0.37,0.51,11.7,0.094,58,181,0.998,0.51,9.0
0.2,0.26,9.7,0.03,39,102,0.991,0.56,12.9
0.2,0.39,2.3,0.048,24,87,0.99,0.35,12.0
0.15,0.32,7.9,0.034,17,81,0.995,0.31,10.0
0.28,0.34,4.2,0.027999999999999997,36,116,0.991,0.41,12.3
0.27,0.33,1.3,0.045,26,100,0.991,0.44,12.4
0.22,0.23,17.3,0.047,37,118,0.9990000000000001,0.46,8.8
0.19,0.31,19.3,0.043,38,167,1.0,0.52,9.1
0.19,0.27,1.6,0.027000000000000003,35,136,0.992,0.54,11.0
0.27,0.34,5.0,0.04,18,56,0.991,0.48,12.4
0.31,0.42,6.9,0.046,50,173,0.996,0.46,9.0
0.26,0.33,1.5,0.047,44,167,0.993,0.44,10.5
0.19,0.27,13.9,0.057,45,155,0.998,0.41,8.8
0.35,0.31,1.8,0.069,15,162,0.9940000000000001,0.47,9.4
0.17,0.49,1.0,0.034,26,106,0.992,0.42,9.8
0.59,0.0,0.8,0.037000000000000005,30,95,0.99,0.4,10.9
0.21,0.25,1.2,0.04,18,75,0.99,0.56,11.3
0.25,0.42,14.2,0.040999999999999995,57,182,1.0,0.75,9.1
0.18,0.34,2.7,0.03,30,107,0.992,0.53,11.0
0.32,0.26,1.5,0.057,17,141,0.992,0.36,10.7
0.17,0.28,2.7,0.047,38,150,0.9940000000000001,0.56,10.8
0.26,0.3,7.8,0.049,39,152,0.995,0.58,10.0
0.22,0.34,12.0,0.053,55,177,0.998,0.44,9.9
0.25,0.32,8.2,0.024,53,209,0.996,0.46,10.8
0.2,0.4,2.0,0.037000000000000005,19,87,0.992,0.54,11.2
0.25,0.57,1.0,0.062,21,122,0.992,0.4,9.5
0.36,0.57,15.0,0.052000000000000005,35,256,1.0,0.64,8.6
0.15,0.44,1.2,0.043,67,150,0.991,0.73,11.2
0.18,0.33,1.4,0.028999999999999998,35,138,0.991,0.6,11.5
0.29,0.57,1.0,0.06,15,120,0.992,0.41,9.5
0.3,0.28,3.1,0.054000000000000006,54,174,0.995,0.43,9.4
0.33,0.3,3.0,0.036000000000000004,30,124,0.9890000000000001,0.4,13.1
0.23,0.32,1.6,0.026000000000000002,43,147,0.99,0.54,12.5
0.31,0.29,10.5,0.04,21,145,0.997,0.35,9.4
0.4,0.7,13.1,0.042,29,197,0.998,0.64,9.7
0.38,0.28,4.2,0.028999999999999998,7,112,0.991,0.41,12.6
0.39,0.26,9.9,0.059000000000000004,33,181,0.996,0.42,10.9
0.31,0.27,2.3,0.042,19,120,0.99,0.41,12.7
0.27,0.26,11.8,0.053,55,173,0.997,0.6,9.8
0.32,0.21,2.2,0.044000000000000004,15,68,0.993,0.39,9.4
0.29,0.32,1.8,0.032,18,130,0.991,0.62,11.2
0.24,0.24,1.6,0.046,15,60,0.993,0.39,9.8
0.5,0.05,2.6,0.054000000000000006,36,146,0.995,0.5,9.2
0.28,0.24,17.8,0.047,42,111,0.9990000000000001,0.45,8.9
0.17,0.17,5.1,0.049,26,82,0.993,0.38,9.8
0.18,0.27,1.7,0.03,31,103,0.9890000000000001,0.37,12.9
0.39,0.24,1.0,0.048,8,119,0.992,0.31,10.1
0.23,0.15,9.7,0.048,101,207,0.996,0.3,9.1
0.33,0.26,1.2,0.044000000000000004,23,103,0.993,0.54,10.5
0.18,0.42,5.1,0.036000000000000004,7,77,0.9940000000000001,0.52,11.7
0.62,0.12,4.7,0.06,33,196,0.996,0.48,8.9
0.27,0.51,7.6,0.049,35,200,0.995,0.54,9.4
0.23,0.35,4.6,0.039,43,147,0.992,0.4,11.0
0.23,0.31,3.5,0.044000000000000004,35,158,0.99,0.37,12.1
0.36,0.06,1.4,0.066,27,128,0.993,0.55,9.3
0.2,0.33,1.7,0.05,28,178,0.995,0.43,9.0
0.32,0.28,6.6,0.021,29,132,0.992,0.36,11.5
0.3,0.22,6.4,0.055999999999999994,44,168,0.995,0.35,10.1
0.46,0.18,3.3,0.054000000000000006,18,143,0.9940000000000001,0.51,10.8
0.16,0.34,6.1,0.034,31,114,0.9940000000000001,0.58,10.2
0.3,0.23,2.0,0.068,28,138,0.9940000000000001,0.62,9.8
0.17,0.37,6.9,0.059000000000000004,47,128,0.993,0.46,11.0
0.2,0.18,10.6,0.045,57,159,0.997,0.54,9.2
0.24,0.15,7.1,0.043,32,134,0.9940000000000001,0.48,9.9
0.29,0.16,7.9,0.044000000000000004,48,197,0.995,0.36,9.4
0.21,0.27,8.6,0.055999999999999994,26,111,0.996,0.52,9.5
0.19,0.33,1.6,0.043,63,149,0.993,0.52,10.8
0.17,0.35,2.6,0.03,33,78,0.991,0.72,11.3
0.34,0.1,3.5,0.044000000000000004,17,63,0.9940000000000001,0.39,9.2
0.5,0.63,13.4,0.078,81,238,0.9990000000000001,0.44,9.2
0.2,0.25,4.5,0.044000000000000004,31,109,0.995,0.36,9.4
0.43,0.49,6.4,0.045,12,115,0.996,0.57,9.0
0.3,0.23,1.5,0.034,37,121,0.9890000000000001,0.34,12.1
0.34,0.34,1.6,0.055999999999999994,13,176,0.995,0.47,9.7
0.33,0.32,1.0,0.040999999999999995,39,120,0.99,0.37,12.2
0.69,0.09,7.6,0.044000000000000004,34,144,0.995,0.38,10.1
0.33,0.4,6.9,0.038,32,138,0.992,0.3,11.9
0.19,0.36,1.1,0.026000000000000002,63,143,0.991,0.48,11.0
0.22,0.26,9.2,0.027000000000000003,37,122,0.992,0.34,12.5
0.27,0.49,1.4,0.05,20,74,0.993,0.44,9.8
0.14,0.37,1.2,0.032,63,148,0.992,0.44,11.2
0.26,0.41,15.2,0.04,38,216,0.998,0.6,10.0
0.23,0.32,9.2,0.038,54,191,0.997,0.56,9.7
0.38,0.14,3.9,0.06,27,113,0.993,0.34,9.2
0.22,0.33,12.2,0.033,25,97,0.9940000000000001,0.42,11.3
0.34,0.31,2.0,0.03,38,142,0.9890000000000001,0.41,12.9
0.36,0.26,3.3,0.038,40,153,0.991,0.55,11.3
0.23,0.28,11.1,0.033,30,97,0.995,0.39,10.5
0.28,0.27,4.7,0.03,56,140,0.99,0.42,12.5
0.3,0.34,1.5,0.038,18,96,0.9890000000000001,0.48,13.0
0.35,0.4,6.3,0.022000000000000002,23,174,0.992,0.5,11.6
0.14,0.35,1.2,0.036000000000000004,15,73,0.9940000000000001,0.39,9.9
0.56,0.16,3.1,0.045,28,92,0.9940000000000001,0.35,9.1
0.26,0.42,5.2,0.027000000000000003,70,178,0.991,0.4,12.3
0.56,0.74,17.9,0.051,51,243,1.001,0.7,9.2
0.29,0.41,10.8,0.048,55,149,0.9940000000000001,0.59,11.0
0.34,0.21,5.0,0.042,17,133,0.9940000000000001,0.53,9.4
0.21,0.68,10.9,0.045,38,133,0.998,0.36,8.7
0.35,0.47,2.2,0.11,14,138,0.993,0.5,9.1
0.26,0.51,2.2,0.05,61,154,0.993,0.6,9.8
0.17,0.37,1.5,0.06,18,75,0.9940000000000001,0.88,10.7
0.27,0.34,1.6,0.046,27,154,0.993,0.45,10.5
0.24,0.62,10.6,0.045,51,153,0.998,0.44,8.8
0.27,0.32,1.5,0.044000000000000004,19,142,0.992,0.43,9.9
0.23,0.3,7.0,0.044000000000000004,42,179,0.995,0.56,10.6
0.29,0.48,12.8,0.037000000000000005,62,182,0.998,0.34,8.8
0.2,0.31,1.0,0.031,22,73,0.99,0.52,11.3
0.29,0.48,2.3,0.049,36,178,0.993,0.64,10.6
0.38,0.26,3.5,0.035,38,111,0.9890000000000001,0.47,13.6
0.39,0.28,4.9,0.035,36,109,0.992,0.58,12.2
0.37,0.19,3.5,0.068,18,101,0.993,0.38,9.0
0.29,0.24,9.9,0.057999999999999996,25,115,0.996,0.46,10.9
0.22,0.36,1.2,0.052000000000000005,38,127,0.993,0.54,9.2
0.22,0.2,16.0,0.044000000000000004,41,113,0.9990000000000001,0.46,8.9
0.28,0.4,22.0,0.048,48,167,1.001,0.5,8.7
0.46,0.14,2.7,0.042,27,160,0.993,0.51,10.6
0.17,0.42,15.1,0.033,28,124,0.997,0.47,9.5
0.31,0.09,1.4,0.04,56,145,0.992,0.46,10.0
0.19,0.31,1.6,0.062,31,173,0.992,0.44,11.7
0.26,0.39,1.1,0.04,45,147,0.9940000000000001,0.58,9.6
0.29,0.36,7.0,0.042,38,161,0.9940000000000001,0.37,11.2
0.32,0.33,10.7,0.036000000000000004,27,98,0.995,0.52,10.2
0.7,0.55,12.9,0.055999999999999994,58,252,0.998,0.49,8.7
0.32,0.27,7.1,0.027000000000000003,37,122,0.992,0.6,12.6
0.42,0.19,9.3,0.043,28,145,0.9940000000000001,0.53,11.0
0.25,0.34,10.1,0.05,30,121,0.997,0.49,10.1
0.16,0.35,1.2,0.031,27,84,0.993,0.34,9.9
0.36,0.3,5.0,0.04,40,143,0.992,0.42,12.2
0.15,0.28,4.4,0.028999999999999998,14,107,0.993,0.46,10.4
0.34,0.31,16.4,0.051,20,146,0.998,0.54,9.1
0.24,0.27,1.4,0.057,33,152,0.993,0.56,9.5
0.25,0.3,4.1,0.054000000000000006,23,116,0.9940000000000001,0.38,9.4
0.31,0.27,2.3,0.042,19,120,0.99,0.41,12.7
0.27,0.19,1.9,0.085,21,196,0.995,0.64,9.5
0.15,0.31,5.3,0.038,8,79,0.992,0.39,10.5
0.26,0.29,3.1,0.040999999999999995,37,144,0.9890000000000001,0.39,12.8
0.33,0.26,5.1,0.051,16,119,0.9940000000000001,0.41,9.2
0.38,0.29,13.7,0.048,52,189,0.998,0.6,9.5
0.36,0.44,1.9,0.04,9,121,0.995,0.48,9.9
0.62,0.1,1.4,0.068,25,154,0.995,0.48,9.7
0.24,0.23,7.1,0.040999999999999995,20,97,0.992,0.85,11.4
0.27,0.27,2.4,0.048,30,149,0.9940000000000001,0.51,9.2
0.23,0.21,1.5,0.044000000000000004,21,110,0.991,0.57,11.0
0.15,0.28,14.7,0.051,29,149,0.998,0.39,9.0
0.27,0.69,1.2,0.17600000000000002,36,106,0.993,0.43,9.2
0.25,0.27,10.8,0.05,58,116,0.996,0.5,9.8
0.22,0.32,9.3,0.04,22,110,0.996,0.54,10.7
0.44,0.37,2.7,0.040999999999999995,35,128,0.99,0.43,13.5
0.69,0.09,7.6,0.044000000000000004,34,144,0.995,0.38,10.1
0.27,0.24,4.6,0.098,36,127,0.9940000000000001,0.49,9.6
0.4,0.24,5.1,0.036000000000000004,43,131,0.992,0.44,11.3
0.22,0.2,16.0,0.044000000000000004,41,113,0.9990000000000001,0.46,8.9
0.19,0.28,1.8,0.022000000000000002,28,158,0.991,0.64,11.4
0.17,0.46,0.9,0.036000000000000004,63,147,0.991,0.41,10.7
0.22,0.45,8.0,0.053,52,196,0.996,0.48,9.1
0.32,0.32,2.2,0.036000000000000004,15,70,0.99,0.48,12.7
0.28,0.14,8.6,0.032,30,142,0.995,0.44,9.5
0.26,0.27,11.8,0.048,28,112,0.996,0.49,9.7
0.21,0.34,16.1,0.04,56,142,0.997,0.38,10.6
0.21,0.5,8.7,0.036000000000000004,41,191,0.993,0.56,11.0
0.26,0.49,1.5,0.052000000000000005,34,134,0.992,0.61,9.8
0.48,0.28,10.4,0.049,57,205,0.997,0.45,9.3
0.2,0.34,5.7,0.035,32,83,0.993,0.46,11.5
0.34,0.35,1.8,0.042,8,167,0.991,0.41,12.1
0.3,0.49,9.4,0.046,47,188,0.996,0.48,10.0
0.32,0.41,7.2,0.048,55,178,0.995,0.46,9.4
0.23,0.64,12.9,0.033,54,170,0.998,0.53,8.8
0.27,0.33,2.2,0.021,26,117,0.9890000000000001,0.3,12.5
0.3,0.28,2.2,0.042,21,177,0.992,0.57,11.4
0.24,0.3,3.9,0.042,105,179,0.992,0.59,11.3
0.15,0.28,0.8,0.037000000000000005,43,127,0.992,0.51,9.3
0.37,0.25,2.5,0.027999999999999997,24,84,0.991,0.36,11.7
0.2,0.59,0.9,0.147,38,132,0.993,0.38,9.1
0.36,0.37,4.8,0.019,39,114,0.99,0.49,12.7
0.1,0.24,1.1,0.040999999999999995,15,65,0.993,0.61,10.3
0.21,0.49,1.8,0.038,44,152,0.991,0.44,12.6
0.13,0.3,4.9,0.057999999999999996,47,131,0.995,0.45,10.3
0.31,0.28,2.5,0.039,34,137,0.9890000000000001,0.38,12.7
0.24,0.3,1.6,0.048,27,131,0.993,0.45,10.5
0.26,0.32,1.3,0.048,23,76,0.99,0.46,12.0
0.23,0.43,3.2,0.035,14,101,0.993,0.36,11.5
0.26,0.33,1.1,0.027000000000000003,46,113,0.9890000000000001,0.43,11.4
0.42,0.38,6.8,0.045,29,122,0.993,0.37,12.6
0.37,0.3,6.2,0.04,49,139,0.99,0.27,13.6
0.27,0.32,6.8,0.047,47,193,0.9940000000000001,0.39,11.4
0.31,0.69,10.2,0.040999999999999995,58,160,0.998,0.45,8.6
0.13,0.47,1.6,0.092,40,158,0.993,0.36,9.8
0.56,0.12,10.4,0.096,22,177,0.998,0.45,9.1
0.43,1.0,20.0,0.032,42,164,0.997,0.5,12.0
0.18,0.22,5.5,0.037000000000000005,10,86,0.992,0.44,12.2
0.23,0.36,17.2,0.039,37,130,0.9990000000000001,0.43,8.8
0.32,0.33,2.5,0.052000000000000005,40,220,0.993,0.6,10.0
0.25,0.51,8.0,0.047,61,189,0.996,0.49,9.2
0.23,0.36,13.0,0.051,72,177,0.997,0.49,9.8
0.26,0.44,8.2,0.046,52,183,0.996,0.51,9.4
0.19,0.26,8.9,0.039,42,182,0.996,0.46,9.9
0.24,0.35,7.7,0.031,36,135,0.9940000000000001,0.37,10.5
0.32,0.34,18.4,0.054000000000000006,44,197,1.001,0.55,9.0
0.36,0.32,10.1,0.045,37,131,0.9940000000000001,0.33,11.7
0.19,0.71,17.5,0.042,21,114,0.998,0.5,9.5
0.22,0.28,1.1,0.034,47,90,0.9890000000000001,0.38,12.6
0.33,0.31,7.7,0.04,29,135,0.992,0.57,12.3
0.16,0.47,1.4,0.028999999999999998,23,81,0.99,0.42,12.2
0.28,0.31,2.1,0.046,28,208,0.9940000000000001,0.64,9.8
0.3,0.29,2.1,0.048,33,142,0.99,0.46,12.9
0.24,0.32,7.6,0.038,48,203,0.996,0.54,9.7
0.28,0.36,1.8,0.040999999999999995,38,90,0.99,0.98,11.9
0.25,0.28,14.4,0.055,55,205,0.9990000000000001,0.38,9.0
0.14,0.31,1.2,0.034,53,138,0.991,0.35,11.5
0.24,0.35,1.5,0.052000000000000005,51,128,0.9940000000000001,0.59,10.4
0.28,0.23,10.4,0.049,45,190,0.998,0.51,8.8
0.27,0.58,11.2,0.036000000000000004,44,161,0.998,0.41,8.9
0.28,0.32,2.5,0.042,23,219,0.9940000000000001,0.6,9.8
0.17,0.36,1.4,0.036000000000000004,38,108,0.99,0.66,12.0
0.33,0.39,12.4,0.065,29,119,0.997,0.39,9.4
0.26,0.3,2.0,0.031,13,128,0.992,0.49,11.4
0.24,0.36,8.4,0.042,42,123,0.995,0.52,10.9
0.21,0.29,1.5,0.046,35,107,0.991,0.45,11.3
0.35,0.19,10.5,0.06,15,82,0.996,0.38,9.9
0.12,0.26,5.5,0.034,21,99,0.993,0.57,9.9
0.22,0.41,15.4,0.05,55,191,1.0,0.59,8.9
0.21,0.36,18.1,0.046,32,133,1.0,0.48,8.8
0.34,0.39,7.6,0.04,45,215,0.997,0.53,9.2
0.25,0.21,15.6,0.039,28,159,0.998,0.64,9.6
0.24,0.3,1.2,0.037000000000000005,11,95,0.9890000000000001,0.36,12.5
0.3,0.32,2.2,0.042,41,142,0.99,0.44,12.7
0.33,0.62,7.5,0.038,46,132,0.991,0.43,13.4
0.31,0.29,1.4,0.037000000000000005,33,128,0.99,0.36,12.2
0.38,0.56,9.7,0.055,15,170,0.996,0.65,9.9
0.32,0.26,8.3,0.053,32,180,0.997,0.51,9.2
0.26,0.21,4.0,0.03,24,125,0.992,0.34,10.7
0.23,0.29,14.5,0.057,29,144,0.998,0.54,10.2
0.3,0.2,3.7,0.039,34,132,0.992,0.38,10.7
0.27,0.3,13.0,0.047,69,160,0.997,0.5,9.6
0.29,0.25,10.6,0.039,32,120,0.996,0.34,10.1
0.31,0.19,3.5,0.086,30,130,0.993,0.44,9.6
0.27,0.46,18.8,0.052000000000000005,45,255,1.0,0.52,8.9
0.35,0.36,1.6,0.038,11,124,0.993,0.48,11.0
0.25,0.32,12.2,0.040999999999999995,43,127,0.995,0.53,10.4
0.25,0.28,1.2,0.04,31,111,0.992,0.53,11.1
0.28,0.3,7.8,0.031,33,139,0.993,0.46,11.0
0.26,0.34,1.4,0.04,25,184,0.992,0.46,10.7
0.49,1.0,19.6,0.03,28,135,0.997,0.4,12.0
0.38,0.29,2.9,0.035,15,101,0.9890000000000001,0.37,12.5
0.28,0.26,1.9,0.049,12,86,0.993,0.38,9.4
0.21,0.31,1.8,0.033,45,142,0.99,0.5,12.7
0.37,0.41,6.3,0.061,22,149,0.995,0.47,9.6
0.16,0.35,1.5,0.036000000000000004,29,108,0.993,0.51,10.2
0.25,0.27,17.4,0.064,29,140,0.998,0.49,10.1
0.2,0.25,15.0,0.055,8,120,0.998,0.53,9.6
0.26,0.26,5.7,0.031,12,80,0.992,0.38,10.8
0.46,0.39,6.2,0.039,46,163,0.993,0.35,12.2
0.21,0.44,1.9,0.036000000000000004,10,119,0.991,0.7,12.8
0.17,0.4,14.6,0.047,47,156,0.9990000000000001,0.78,9.1
0.34,0.24,5.4,0.06,23,126,0.995,0.44,9.0
0.58,0.0,1.5,0.02,33,96,0.9890000000000001,0.38,12.4
0.26,0.25,10.7,0.046,66,179,0.996,0.55,9.9
0.27,0.26,1.3,0.038,32,138,0.991,0.43,11.1
0.23,0.33,1.5,0.036000000000000004,15,105,0.991,0.42,11.2
0.62,0.42,12.0,0.067,24,131,0.997,0.34,9.3
0.32,0.32,1.5,0.03,24,101,0.9890000000000001,0.42,13.0
0.36,0.36,11.1,0.032,21,132,0.993,0.39,13.0
0.34,0.32,3.8,0.044000000000000004,13,116,0.991,0.44,11.8
0.26,0.29,2.0,0.036000000000000004,16,87,0.991,0.61,11.8
0.25,0.26,5.2,0.024,36,135,0.995,0.72,10.7
0.29,0.49,1.4,0.142,52,148,0.9940000000000001,0.49,9.0
0.14,0.32,1.1,0.022000000000000002,48,116,0.992,0.67,10.0
0.17,0.47,1.4,0.037000000000000005,5,33,0.9940000000000001,0.28,9.6
0.18,0.35,5.4,0.054000000000000006,53,143,0.993,0.54,11.0
0.2,0.47,16.9,0.052000000000000005,51,188,0.9990000000000001,0.62,9.3
0.28,0.28,4.5,0.051,14,92,0.992,0.58,11.9
0.24,0.35,2.3,0.039,43,109,0.991,0.44,11.8
0.3,0.26,19.0,0.053,36,174,1.0,0.5,10.4
0.19,0.19,7.1,0.048,36,110,0.9940000000000001,0.41,9.5
0.22,0.36,5.5,0.028999999999999998,30,105,0.992,0.47,11.8
0.25,0.49,1.1,0.042,35,156,0.992,0.55,11.3
0.34,0.39,6.9,0.066,43,162,0.996,0.53,9.5
0.29,0.27,2.3,0.044000000000000004,20,117,0.99,0.41,12.7
0.33,0.34,1.4,0.055999999999999994,14,171,0.995,0.47,9.7
0.18,0.49,1.5,0.040999999999999995,39,130,0.995,0.49,9.8
0.25,0.36,2.1,0.034,30,177,0.991,0.4,11.9
0.29,0.3,9.2,0.051,25,166,0.993,0.56,11.3
0.25,0.33,1.2,0.035,35,158,0.991,0.58,11.3
0.39,0.34,7.4,0.02,38,133,0.992,0.44,12.0
0.29,0.32,2.4,0.013999999999999999,34,89,0.99,0.66,12.5
0.29,0.31,1.7,0.035,23,110,0.993,0.38,10.9
0.76,0.03,2.7,0.043,27,93,0.993,0.38,9.2
0.51,0.3,4.2,0.066,38,165,0.995,0.42,9.1
0.35,0.04,1.2,0.06,23,108,0.993,0.54,9.2
0.34,0.36,1.4,0.045,11,119,0.996,0.47,9.4
0.3,0.34,2.7,0.044000000000000004,34,108,0.991,0.53,12.8
0.26,0.33,11.1,0.052000000000000005,53,158,0.998,0.49,10.2
0.25,0.28,7.3,0.027999999999999997,14,78,0.992,0.37,11.5
0.19,0.33,1.8,0.035,42,148,0.992,0.36,10.2
0.31,0.23,12.7,0.054000000000000006,20,139,0.998,0.5,9.7
0.12,0.3,3.1,0.018000000000000002,15,37,0.99,0.52,11.9
0.15,0.31,5.9,0.036000000000000004,7,73,0.992,0.43,11.9
0.85,0.49,8.7,0.027999999999999997,40,184,0.996,0.36,10.7
0.13,0.32,3.7,0.017,32,99,0.993,0.44,10.0
0.17,0.32,2.4,0.048,41,200,0.9940000000000001,0.5,9.7
0.27,0.34,10.7,0.028999999999999998,20,166,0.997,0.48,10.6
0.31,0.28,4.1,0.03,22,86,0.991,0.38,11.7
0.34,0.3,6.9,0.038,23,89,0.993,0.49,11.1
0.35,0.26,2.7,0.045,19,129,0.99,0.48,13.0
0.25,0.27,3.8,0.047,16,79,0.992,0.46,11.3
0.64,0.08,9.7,0.062,26,142,0.997,0.46,8.9
0.22,0.29,7.4,0.027999999999999997,16,87,0.993,0.56,10.9
0.34,0.33,4.6,0.034,19,80,0.992,0.58,12.0
0.32,0.61,11.8,0.040999999999999995,66,188,0.998,0.54,9.3
0.12,0.32,9.6,0.054000000000000006,64,162,0.996,0.41,9.4
0.33,0.23,5.0,0.053,29,106,0.995,0.52,9.0
0.29,0.49,11.4,0.035,57,137,0.997,0.54,8.9
0.13,0.39,4.7,0.042,36,137,0.995,0.56,10.3
0.26,0.27,1.9,0.051,52,195,0.993,0.5,10.9
0.17,0.32,2.4,0.048,41,200,0.9940000000000001,0.5,9.7
0.28,0.26,1.5,0.03,25,101,0.9890000000000001,0.41,12.1
0.21,0.42,1.2,0.045,24,126,0.992,0.87,10.9
0.36,0.28,8.3,0.034,29,81,0.992,0.39,12.5
0.21,0.6,1.1,0.135,61,144,0.993,0.39,9.3
0.44,0.24,12.1,0.055999999999999994,68,210,0.997,0.5,9.5
0.15,0.4,2.0,0.05,24,92,0.993,0.45,10.5
0.26,0.35,7.7,0.055999999999999994,45,191,0.995,0.5,9.5
0.34,0.24,3.9,0.031,5,34,0.991,0.36,11.8
0.31,0.51,14.8,0.039,62,204,0.998,0.6,9.5
0.3,0.91,8.2,0.034,50,199,0.9940000000000001,0.49,11.7
0.21,0.81,1.1,0.13699999999999998,52,123,0.993,0.39,9.2
0.17,0.32,4.2,0.04,37,117,0.992,0.43,11.3
0.27,0.46,11.1,0.053,44,177,0.997,0.67,9.4
0.38,0.23,10.8,0.03,28,95,0.992,0.41,13.6
0.2,0.4,1.1,0.057999999999999996,30,93,0.993,0.38,9.2
0.2,0.28,2.5,0.032,24,84,0.992,0.55,11.5
0.32,0.25,9.5,0.03,15,136,0.9940000000000001,0.44,12.1
0.24,0.34,15.4,0.05,38,174,0.998,0.42,9.0
0.31,0.0,6.4,0.046,43,166,0.9940000000000001,0.63,9.9
0.27,0.23,2.9,0.047,13,100,0.9940000000000001,0.43,9.8
0.26,0.32,16.5,0.045,44,166,1.0,0.46,9.5
0.22,0.58,1.1,0.133,52,136,0.993,0.3,9.1
0.18,0.38,1.1,0.04,41,92,0.991,0.6,12.0
0.38,0.29,13.6,0.040999999999999995,30,137,0.995,0.96,12.1
0.17,0.37,1.5,0.027999999999999997,26,75,0.992,0.46,10.8
0.25,0.24,12.1,0.046,51,172,0.998,0.45,9.5
0.36,0.04,5.7,0.046,21,87,0.993,0.51,10.2
0.36,0.27,6.3,0.027999999999999997,40,132,0.992,0.4,11.6
0.25,0.28,2.2,0.026000000000000002,54,126,0.99,0.65,12.9
0.17,0.36,4.5,0.042,26,102,0.9940000000000001,0.47,9.5
0.1,0.41,1.0,0.04,17,76,0.99,0.56,11.4
0.23,0.31,10.7,0.038,59,186,0.997,0.55,9.5
0.3,0.3,10.6,0.037000000000000005,4,28,0.992,0.32,12.7
0.41,0.33,4.7,0.023,28,110,0.991,0.38,12.5
0.31,0.38,4.8,0.04,41,101,0.99,0.56,13.1
0.49,0.0,1.5,0.065,8,103,0.9940000000000001,0.4,9.7
0.32,0.36,8.0,0.047,57,168,0.995,0.46,9.6
0.31,0.24,1.4,0.057,17,117,0.993,0.35,10.5
0.28,0.24,7.4,0.038,28,114,0.993,0.51,11.0
0.26,0.49,5.2,0.04,19,100,0.9940000000000001,0.34,10.1
0.23,0.31,2.1,0.046,30,96,0.993,0.64,10.7
0.33,0.4,6.9,0.038,32,138,0.992,0.3,11.9
0.39,0.62,11.0,0.047,66,178,0.998,0.5,8.7
